training on pkl 1
Train Epoch: 1 [0/4654349 (0%)]	lr:0.008 Loss: 0.692464	TrainAcc: 49.22
Train Epoch: 1 [3968000/4713240 (84%)]	lr:0.008 Loss: 0.102032	TrainAcc: 95.31
Train Epoch: 1 [4096000/4713240 (87%)]	lr:0.008 Loss: 0.162269	TrainAcc: 92.58
Train Epoch: 1 [4224000/4713240 (90%)]	lr:0.008 Loss: 0.109574	TrainAcc: 96.48
Train Epoch: 1 [4352000/4713240 (92%)]	lr:0.008 Loss: 0.170799	TrainAcc: 94.14
Train Epoch: 1 [4480000/4713240 (95%)]	lr:0.008 Loss: 0.142442	TrainAcc: 93.75
Train Epoch: 1 [4608000/4713240 (98%)]	lr:0.008 Loss: 0.126091	TrainAcc: 95.70
time/epoch: 321.202818s

Test set: Average loss: 0.0001, Accuracy: 449434/476257 (94.37%)

training on pkl 8
Train Epoch: 1 [0/4583880 (0%)]	lr:0.008 Loss: 0.098083	TrainAcc: 97.27
Train Epoch: 1 [128000/4583880 (3%)]	lr:0.008 Loss: 0.135318	TrainAcc: 95.70
Train Epoch: 1 [256000/4583880 (6%)]	lr:0.008 Loss: 0.152915	TrainAcc: 95.31
Train Epoch: 1 [384000/4583880 (8%)]	lr:0.008 Loss: 0.106349	TrainAcc: 95.31
Train Epoch: 1 [512000/4583880 (11%)]	lr:0.008 Loss: 0.130763	TrainAcc: 94.92
Train Epoch: 1 [640000/4583880 (14%)]	lr:0.008 Loss: 0.169596	TrainAcc: 93.36
Train Epoch: 1 [768000/4583880 (17%)]	lr:0.008 Loss: 0.108223	TrainAcc: 95.31
Train Epoch: 1 [896000/4583880 (20%)]	lr:0.008 Loss: 0.131180	TrainAcc: 94.53
Train Epoch: 1 [1024000/4583880 (22%)]	lr:0.008 Loss: 0.170523	TrainAcc: 91.80
Train Epoch: 1 [1152000/4583880 (25%)]	lr:0.008 Loss: 0.119388	TrainAcc: 95.31
Train Epoch: 1 [1280000/4583880 (28%)]	lr:0.008 Loss: 0.186399	TrainAcc: 92.97
Train Epoch: 1 [1408000/4583880 (31%)]	lr:0.008 Loss: 0.188935	TrainAcc: 91.41
Train Epoch: 1 [1536000/4583880 (34%)]	lr:0.008 Loss: 0.119629	TrainAcc: 94.53
Train Epoch: 1 [1664000/4583880 (36%)]	lr:0.008 Loss: 0.120612	TrainAcc: 96.88
Train Epoch: 1 [1792000/4583880 (39%)]	lr:0.008 Loss: 0.130357	TrainAcc: 95.70
Train Epoch: 1 [1920000/4583880 (42%)]	lr:0.008 Loss: 0.138839	TrainAcc: 94.53
Train Epoch: 1 [2048000/4583880 (45%)]	lr:0.008 Loss: 0.165038	TrainAcc: 95.31
Train Epoch: 1 [2176000/4583880 (47%)]	lr:0.008 Loss: 0.164138	TrainAcc: 94.92
Train Epoch: 1 [2304000/4583880 (50%)]	lr:0.008 Loss: 0.123722	TrainAcc: 95.31
Train Epoch: 1 [2432000/4583880 (53%)]	lr:0.008 Loss: 0.169640	TrainAcc: 92.97
Train Epoch: 1 [2560000/4583880 (56%)]	lr:0.008 Loss: 0.158305	TrainAcc: 94.14
Train Epoch: 1 [2688000/4583880 (59%)]	lr:0.008 Loss: 0.091421	TrainAcc: 96.09
Train Epoch: 1 [2816000/4583880 (61%)]	lr:0.008 Loss: 0.128366	TrainAcc: 95.70
Train Epoch: 1 [2944000/4583880 (64%)]	lr:0.008 Loss: 0.114233	TrainAcc: 95.31
Train Epoch: 1 [3072000/4583880 (67%)]	lr:0.008 Loss: 0.192129	TrainAcc: 93.36
Train Epoch: 1 [3200000/4583880 (70%)]	lr:0.008 Loss: 0.102987	TrainAcc: 96.48
Train Epoch: 1 [3328000/4583880 (73%)]	lr:0.008 Loss: 0.164527	TrainAcc: 93.75
Train Epoch: 1 [3456000/4583880 (75%)]	lr:0.008 Loss: 0.135397	TrainAcc: 94.92
Train Epoch: 1 [3584000/4583880 (78%)]	lr:0.008 Loss: 0.107703	TrainAcc: 96.48
Train Epoch: 1 [3712000/4583880 (81%)]	lr:0.008 Loss: 0.141543	TrainAcc: 93.75
Train Epoch: 1 [3840000/4583880 (84%)]	lr:0.008 Loss: 0.132702	TrainAcc: 94.53
Train Epoch: 1 [3968000/4583880 (87%)]	lr:0.008 Loss: 0.147317	TrainAcc: 94.92
Train Epoch: 1 [4096000/4583880 (89%)]	lr:0.008 Loss: 0.198859	TrainAcc: 92.58
Train Epoch: 1 [4224000/4583880 (92%)]	lr:0.008 Loss: 0.148494	TrainAcc: 92.97
Train Epoch: 1 [4352000/4583880 (95%)]	lr:0.008 Loss: 0.125045	TrainAcc: 95.31
Train Epoch: 1 [4480000/4583880 (98%)]	lr:0.008 Loss: 0.094910	TrainAcc: 96.48
time/epoch: 298.493383s

Test set: Average loss: 0.0001, Accuracy: 449370/476257 (94.35%)

training on pkl 9
Train Epoch: 1 [0/4656709 (0%)]	lr:0.008 Loss: 0.124735	TrainAcc: 96.09
Train Epoch: 1 [128000/4656709 (3%)]	lr:0.008 Loss: 0.157166	TrainAcc: 94.14
Train Epoch: 1 [256000/4656709 (5%)]	lr:0.008 Loss: 0.170271	TrainAcc: 93.75
Train Epoch: 1 [384000/4656709 (8%)]	lr:0.008 Loss: 0.113556	TrainAcc: 95.31
Train Epoch: 1 [512000/4656709 (11%)]	lr:0.008 Loss: 0.142089	TrainAcc: 95.31
Train Epoch: 1 [640000/4656709 (14%)]	lr:0.008 Loss: 0.098709	TrainAcc: 96.48
Train Epoch: 1 [768000/4656709 (16%)]	lr:0.008 Loss: 0.154042	TrainAcc: 94.53
Train Epoch: 1 [896000/4656709 (19%)]	lr:0.008 Loss: 0.093763	TrainAcc: 96.88
Train Epoch: 1 [1024000/4656709 (22%)]	lr:0.008 Loss: 0.160343	TrainAcc: 93.75
Train Epoch: 1 [1152000/4656709 (25%)]	lr:0.008 Loss: 0.097693	TrainAcc: 96.88
Train Epoch: 1 [1280000/4656709 (27%)]	lr:0.008 Loss: 0.154902	TrainAcc: 94.92
Train Epoch: 1 [1408000/4656709 (30%)]	lr:0.008 Loss: 0.209175	TrainAcc: 92.19
Train Epoch: 1 [1536000/4656709 (33%)]	lr:0.008 Loss: 0.163929	TrainAcc: 93.75
Train Epoch: 1 [1664000/4656709 (36%)]	lr:0.008 Loss: 0.104384	TrainAcc: 96.09
Train Epoch: 1 [1792000/4656709 (38%)]	lr:0.008 Loss: 0.139782	TrainAcc: 94.92
Train Epoch: 1 [1920000/4656709 (41%)]	lr:0.008 Loss: 0.118087	TrainAcc: 96.48
Train Epoch: 1 [2048000/4656709 (44%)]	lr:0.008 Loss: 0.127721	TrainAcc: 94.92
Train Epoch: 1 [2176000/4656709 (47%)]	lr:0.008 Loss: 0.167948	TrainAcc: 92.97
Train Epoch: 1 [2304000/4656709 (49%)]	lr:0.008 Loss: 0.151500	TrainAcc: 95.31
Train Epoch: 1 [2432000/4656709 (52%)]	lr:0.008 Loss: 0.170543	TrainAcc: 94.14
Train Epoch: 1 [2560000/4656709 (55%)]	lr:0.008 Loss: 0.111334	TrainAcc: 94.92
Train Epoch: 1 [2688000/4656709 (58%)]	lr:0.008 Loss: 0.117893	TrainAcc: 96.48
Train Epoch: 1 [2816000/4656709 (60%)]	lr:0.008 Loss: 0.105754	TrainAcc: 96.88
Train Epoch: 1 [2944000/4656709 (63%)]	lr:0.008 Loss: 0.088515	TrainAcc: 98.05
Train Epoch: 1 [3072000/4656709 (66%)]	lr:0.008 Loss: 0.157359	TrainAcc: 92.97
Train Epoch: 1 [3200000/4656709 (69%)]	lr:0.008 Loss: 0.158007	TrainAcc: 94.14
Train Epoch: 1 [3328000/4656709 (71%)]	lr:0.008 Loss: 0.135298	TrainAcc: 95.31
Train Epoch: 1 [3456000/4656709 (74%)]	lr:0.008 Loss: 0.155556	TrainAcc: 95.70
Train Epoch: 1 [3584000/4656709 (77%)]	lr:0.008 Loss: 0.187648	TrainAcc: 93.36
Train Epoch: 1 [3712000/4656709 (80%)]	lr:0.008 Loss: 0.154053	TrainAcc: 94.92
Train Epoch: 1 [3840000/4656709 (82%)]	lr:0.008 Loss: 0.146184	TrainAcc: 94.92
Train Epoch: 1 [3968000/4656709 (85%)]	lr:0.008 Loss: 0.106311	TrainAcc: 96.09
Train Epoch: 1 [4096000/4656709 (88%)]	lr:0.008 Loss: 0.141002	TrainAcc: 94.14
Train Epoch: 1 [4224000/4656709 (91%)]	lr:0.008 Loss: 0.145892	TrainAcc: 94.14
Train Epoch: 1 [4352000/4656709 (93%)]	lr:0.008 Loss: 0.165716	TrainAcc: 94.53
Train Epoch: 1 [4480000/4656709 (96%)]	lr:0.008 Loss: 0.084360	TrainAcc: 97.27
Train Epoch: 1 [4608000/4656709 (99%)]	lr:0.008 Loss: 0.119410	TrainAcc: 95.70
time/epoch: 371.610587s

Test set: Average loss: 0.0001, Accuracy: 450103/476257 (94.51%)

model has been saved as: ../model/dnn_MixNoise.pkl
training on pkl 1
Train Epoch: 2 [0/4654349 (0%)]	lr:0.004 Loss: 0.115802	TrainAcc: 96.48
Train Epoch: 2 [128000/4654349 (3%)]	lr:0.004 Loss: 0.116607	TrainAcc: 95.70
Train Epoch: 2 [256000/4654349 (5%)]	lr:0.004 Loss: 0.132011	TrainAcc: 94.53
Train Epoch: 2 [384000/4654349 (8%)]	lr:0.004 Loss: 0.166181	TrainAcc: 93.75
Train Epoch: 2 [512000/4654349 (11%)]	lr:0.004 Loss: 0.126811	TrainAcc: 96.88
Train Epoch: 2 [640000/4654349 (14%)]	lr:0.004 Loss: 0.242593	TrainAcc: 90.62
Train Epoch: 2 [768000/4654349 (16%)]	lr:0.004 Loss: 0.117285	TrainAcc: 95.70
Train Epoch: 2 [896000/4654349 (19%)]	lr:0.004 Loss: 0.185784	TrainAcc: 94.53
Train Epoch: 2 [1024000/4654349 (22%)]	lr:0.004 Loss: 0.132357	TrainAcc: 93.75
Train Epoch: 2 [1152000/4654349 (25%)]	lr:0.004 Loss: 0.094226	TrainAcc: 95.31
Train Epoch: 2 [1280000/4654349 (27%)]	lr:0.004 Loss: 0.183002	TrainAcc: 92.97
Train Epoch: 2 [1408000/4654349 (30%)]	lr:0.004 Loss: 0.123943	TrainAcc: 95.31
Train Epoch: 2 [1536000/4654349 (33%)]	lr:0.004 Loss: 0.108425	TrainAcc: 95.31
Train Epoch: 2 [1664000/4654349 (36%)]	lr:0.004 Loss: 0.115046	TrainAcc: 97.27
Train Epoch: 2 [1792000/4654349 (38%)]	lr:0.004 Loss: 0.159274	TrainAcc: 93.36
Train Epoch: 2 [1920000/4654349 (41%)]	lr:0.004 Loss: 0.136970	TrainAcc: 94.92
Train Epoch: 2 [2048000/4654349 (44%)]	lr:0.004 Loss: 0.130289	TrainAcc: 94.14
Train Epoch: 2 [2176000/4654349 (47%)]	lr:0.004 Loss: 0.159775	TrainAcc: 93.36
Train Epoch: 2 [2304000/4654349 (49%)]	lr:0.004 Loss: 0.160546	TrainAcc: 93.75
Train Epoch: 2 [2432000/4654349 (52%)]	lr:0.004 Loss: 0.087392	TrainAcc: 96.09
Train Epoch: 2 [2560000/4654349 (55%)]	lr:0.004 Loss: 0.161355	TrainAcc: 94.53
Train Epoch: 2 [2688000/4654349 (58%)]	lr:0.004 Loss: 0.093547	TrainAcc: 95.31
Train Epoch: 2 [2816000/4654349 (60%)]	lr:0.004 Loss: 0.142430	TrainAcc: 94.92
Train Epoch: 2 [2944000/4654349 (63%)]	lr:0.004 Loss: 0.146290	TrainAcc: 92.97
Train Epoch: 2 [3072000/4654349 (66%)]	lr:0.004 Loss: 0.162686	TrainAcc: 93.36
Train Epoch: 2 [3200000/4654349 (69%)]	lr:0.004 Loss: 0.143235	TrainAcc: 93.36
Train Epoch: 2 [3328000/4654349 (71%)]	lr:0.004 Loss: 0.144523	TrainAcc: 94.92
Train Epoch: 2 [3456000/4654349 (74%)]	lr:0.004 Loss: 0.109334	TrainAcc: 96.48
Train Epoch: 2 [3584000/4654349 (77%)]	lr:0.004 Loss: 0.153131	TrainAcc: 94.53
Train Epoch: 2 [3712000/4654349 (80%)]	lr:0.004 Loss: 0.136822	TrainAcc: 94.53
Train Epoch: 2 [3840000/4654349 (82%)]	lr:0.004 Loss: 0.082218	TrainAcc: 98.05
Train Epoch: 2 [3968000/4654349 (85%)]	lr:0.004 Loss: 0.130488	TrainAcc: 96.88
Train Epoch: 2 [4096000/4654349 (88%)]	lr:0.004 Loss: 0.081437	TrainAcc: 96.09
Train Epoch: 2 [4224000/4654349 (91%)]	lr:0.004 Loss: 0.116647	TrainAcc: 96.09
Train Epoch: 2 [4352000/4654349 (93%)]	lr:0.004 Loss: 0.127439	TrainAcc: 96.09
Train Epoch: 2 [4480000/4654349 (96%)]	lr:0.004 Loss: 0.107786	TrainAcc: 94.92
Train Epoch: 2 [4608000/4654349 (99%)]	lr:0.004 Loss: 0.094343	TrainAcc: 96.48
time/epoch: 359.863789s

Test set: Average loss: 0.0001, Accuracy: 450905/476257 (94.68%)

training on pkl 2
Train Epoch: 2 [0/4568911 (0%)]	lr:0.004 Loss: 0.142366	TrainAcc: 94.92
Train Epoch: 2 [128000/4568911 (3%)]	lr:0.004 Loss: 0.146191	TrainAcc: 94.92
Train Epoch: 2 [256000/4568911 (6%)]	lr:0.004 Loss: 0.202506	TrainAcc: 91.80
Train Epoch: 2 [384000/4568911 (8%)]	lr:0.004 Loss: 0.167386	TrainAcc: 92.97
Train Epoch: 2 [512000/4568911 (11%)]	lr:0.004 Loss: 0.138504	TrainAcc: 92.97
Train Epoch: 2 [640000/4568911 (14%)]	lr:0.004 Loss: 0.115254	TrainAcc: 95.31
Train Epoch: 2 [768000/4568911 (17%)]	lr:0.004 Loss: 0.133382	TrainAcc: 95.31
Train Epoch: 2 [896000/4568911 (20%)]	lr:0.004 Loss: 0.151433	TrainAcc: 94.92
Train Epoch: 2 [1024000/4568911 (22%)]	lr:0.004 Loss: 0.099844	TrainAcc: 96.09
Train Epoch: 2 [1152000/4568911 (25%)]	lr:0.004 Loss: 0.189921	TrainAcc: 94.14
Train Epoch: 2 [1280000/4568911 (28%)]	lr:0.004 Loss: 0.093919	TrainAcc: 98.44
Train Epoch: 2 [1408000/4568911 (31%)]	lr:0.004 Loss: 0.133369	TrainAcc: 96.48
Train Epoch: 2 [1536000/4568911 (34%)]	lr:0.004 Loss: 0.132262	TrainAcc: 94.92
Train Epoch: 2 [1664000/4568911 (36%)]	lr:0.004 Loss: 0.137446	TrainAcc: 94.53
Train Epoch: 2 [1792000/4568911 (39%)]	lr:0.004 Loss: 0.158886	TrainAcc: 93.36
Train Epoch: 2 [1920000/4568911 (42%)]	lr:0.004 Loss: 0.155439	TrainAcc: 94.53
Train Epoch: 2 [2048000/4568911 (45%)]	lr:0.004 Loss: 0.133724	TrainAcc: 94.92
Train Epoch: 2 [2176000/4568911 (48%)]	lr:0.004 Loss: 0.151807	TrainAcc: 95.31
Train Epoch: 2 [2304000/4568911 (50%)]	lr:0.004 Loss: 0.141752	TrainAcc: 96.09
Train Epoch: 2 [2432000/4568911 (53%)]	lr:0.004 Loss: 0.153866	TrainAcc: 92.97
Train Epoch: 2 [2560000/4568911 (56%)]	lr:0.004 Loss: 0.133127	TrainAcc: 95.31
Train Epoch: 2 [2688000/4568911 (59%)]	lr:0.004 Loss: 0.157160	TrainAcc: 93.75
Train Epoch: 2 [2816000/4568911 (62%)]	lr:0.004 Loss: 0.099584	TrainAcc: 95.70
Train Epoch: 2 [2944000/4568911 (64%)]	lr:0.004 Loss: 0.152500	TrainAcc: 96.09
Train Epoch: 2 [3072000/4568911 (67%)]	lr:0.004 Loss: 0.126687	TrainAcc: 95.31
Train Epoch: 2 [3200000/4568911 (70%)]	lr:0.004 Loss: 0.136420	TrainAcc: 94.14
Train Epoch: 2 [3328000/4568911 (73%)]	lr:0.004 Loss: 0.189300	TrainAcc: 92.97
Train Epoch: 2 [3456000/4568911 (76%)]	lr:0.004 Loss: 0.196401	TrainAcc: 92.58
Train Epoch: 2 [3584000/4568911 (78%)]	lr:0.004 Loss: 0.093782	TrainAcc: 97.27
Train Epoch: 2 [3712000/4568911 (81%)]	lr:0.004 Loss: 0.124500	TrainAcc: 93.75
Train Epoch: 2 [3840000/4568911 (84%)]	lr:0.004 Loss: 0.121232	TrainAcc: 95.31
Train Epoch: 2 [3968000/4568911 (87%)]	lr:0.004 Loss: 0.098022	TrainAcc: 96.88
Train Epoch: 2 [4096000/4568911 (90%)]	lr:0.004 Loss: 0.106462	TrainAcc: 94.92
Train Epoch: 2 [4224000/4568911 (92%)]	lr:0.004 Loss: 0.134465	TrainAcc: 93.75
Train Epoch: 2 [4352000/4568911 (95%)]	lr:0.004 Loss: 0.183352	TrainAcc: 91.80
Train Epoch: 2 [4480000/4568911 (98%)]	lr:0.004 Loss: 0.149919	TrainAcc: 96.09
time/epoch: 364.254624s

Test set: Average loss: 0.0001, Accuracy: 450861/476257 (94.67%)

training on pkl 3
Train Epoch: 2 [0/4623352 (0%)]	lr:0.004 Loss: 0.127208	TrainAcc: 94.92
Train Epoch: 2 [128000/4623352 (3%)]	lr:0.004 Loss: 0.101250	TrainAcc: 96.88
Train Epoch: 2 [256000/4623352 (6%)]	lr:0.004 Loss: 0.151171	TrainAcc: 94.53
Train Epoch: 2 [384000/4623352 (8%)]	lr:0.004 Loss: 0.128900	TrainAcc: 94.92
Train Epoch: 2 [512000/4623352 (11%)]	lr:0.004 Loss: 0.171855	TrainAcc: 93.75
Train Epoch: 2 [640000/4623352 (14%)]	lr:0.004 Loss: 0.119867	TrainAcc: 97.27
Train Epoch: 2 [768000/4623352 (17%)]	lr:0.004 Loss: 0.146212	TrainAcc: 94.53
Train Epoch: 2 [896000/4623352 (19%)]	lr:0.004 Loss: 0.158146	TrainAcc: 95.31
Train Epoch: 2 [1024000/4623352 (22%)]	lr:0.004 Loss: 0.158431	TrainAcc: 94.92
Train Epoch: 2 [1152000/4623352 (25%)]	lr:0.004 Loss: 0.122715	TrainAcc: 95.31
Train Epoch: 2 [1280000/4623352 (28%)]	lr:0.004 Loss: 0.128635	TrainAcc: 96.88
Train Epoch: 2 [1408000/4623352 (30%)]	lr:0.004 Loss: 0.152316	TrainAcc: 94.14
Train Epoch: 2 [1536000/4623352 (33%)]	lr:0.004 Loss: 0.164930	TrainAcc: 94.53
Train Epoch: 2 [1664000/4623352 (36%)]	lr:0.004 Loss: 0.118634	TrainAcc: 96.09
Train Epoch: 2 [1792000/4623352 (39%)]	lr:0.004 Loss: 0.123669	TrainAcc: 95.31
Train Epoch: 2 [1920000/4623352 (42%)]	lr:0.004 Loss: 0.097671	TrainAcc: 97.27
Train Epoch: 2 [2048000/4623352 (44%)]	lr:0.004 Loss: 0.107170	TrainAcc: 95.31
Train Epoch: 2 [2176000/4623352 (47%)]	lr:0.004 Loss: 0.139153	TrainAcc: 93.75
Train Epoch: 2 [2304000/4623352 (50%)]	lr:0.004 Loss: 0.168658	TrainAcc: 92.97
Train Epoch: 2 [2432000/4623352 (53%)]	lr:0.004 Loss: 0.113583	TrainAcc: 96.48
Train Epoch: 2 [2560000/4623352 (55%)]	lr:0.004 Loss: 0.135999	TrainAcc: 94.53
Train Epoch: 2 [2688000/4623352 (58%)]	lr:0.004 Loss: 0.123540	TrainAcc: 93.75
Train Epoch: 2 [2816000/4623352 (61%)]	lr:0.004 Loss: 0.119524	TrainAcc: 95.70
Train Epoch: 2 [2944000/4623352 (64%)]	lr:0.004 Loss: 0.119146	TrainAcc: 95.70
Train Epoch: 2 [3072000/4623352 (66%)]	lr:0.004 Loss: 0.158199	TrainAcc: 94.14
Train Epoch: 2 [3200000/4623352 (69%)]	lr:0.004 Loss: 0.140694	TrainAcc: 93.75
Train Epoch: 2 [3328000/4623352 (72%)]	lr:0.004 Loss: 0.120628	TrainAcc: 95.31
Train Epoch: 2 [3456000/4623352 (75%)]	lr:0.004 Loss: 0.096605	TrainAcc: 96.88
Train Epoch: 2 [3584000/4623352 (78%)]	lr:0.004 Loss: 0.150600	TrainAcc: 94.53
Train Epoch: 2 [3712000/4623352 (80%)]	lr:0.004 Loss: 0.122988	TrainAcc: 93.75
Train Epoch: 2 [3840000/4623352 (83%)]	lr:0.004 Loss: 0.192950	TrainAcc: 93.36
Train Epoch: 2 [3968000/4623352 (86%)]	lr:0.004 Loss: 0.183567	TrainAcc: 92.97
Train Epoch: 2 [4096000/4623352 (89%)]	lr:0.004 Loss: 0.188372	TrainAcc: 91.41
Train Epoch: 2 [4224000/4623352 (91%)]	lr:0.004 Loss: 0.139292	TrainAcc: 93.75
Train Epoch: 2 [4352000/4623352 (94%)]	lr:0.004 Loss: 0.109514	TrainAcc: 96.09
Train Epoch: 2 [4480000/4623352 (97%)]	lr:0.004 Loss: 0.157791	TrainAcc: 94.14
Train Epoch: 2 [4608000/4623352 (100%)]	lr:0.004 Loss: 0.107620	TrainAcc: 96.88
time/epoch: 354.563538s

Test set: Average loss: 0.0001, Accuracy: 451093/476257 (94.72%)

training on pkl 4
Train Epoch: 2 [0/4717484 (0%)]	lr:0.004 Loss: 0.137323	TrainAcc: 93.75
Train Epoch: 2 [128000/4717484 (3%)]	lr:0.004 Loss: 0.145489	TrainAcc: 94.53
Train Epoch: 2 [256000/4717484 (5%)]	lr:0.004 Loss: 0.085147	TrainAcc: 98.05
Train Epoch: 2 [384000/4717484 (8%)]	lr:0.004 Loss: 0.134085	TrainAcc: 95.31
Train Epoch: 2 [512000/4717484 (11%)]	lr:0.004 Loss: 0.116731	TrainAcc: 95.70
Train Epoch: 2 [640000/4717484 (14%)]	lr:0.004 Loss: 0.153201	TrainAcc: 94.53
Train Epoch: 2 [768000/4717484 (16%)]	lr:0.004 Loss: 0.173169	TrainAcc: 93.36
Train Epoch: 2 [896000/4717484 (19%)]	lr:0.004 Loss: 0.165255	TrainAcc: 93.75
Train Epoch: 2 [1024000/4717484 (22%)]	lr:0.004 Loss: 0.125366	TrainAcc: 95.31
Train Epoch: 2 [1152000/4717484 (24%)]	lr:0.004 Loss: 0.191438	TrainAcc: 92.97
Train Epoch: 2 [1280000/4717484 (27%)]	lr:0.004 Loss: 0.205881	TrainAcc: 91.80
Train Epoch: 2 [1408000/4717484 (30%)]	lr:0.004 Loss: 0.138379	TrainAcc: 94.53
Train Epoch: 2 [1536000/4717484 (33%)]	lr:0.004 Loss: 0.138402	TrainAcc: 94.14
Train Epoch: 2 [1664000/4717484 (35%)]	lr:0.004 Loss: 0.112716	TrainAcc: 95.70
Train Epoch: 2 [1792000/4717484 (38%)]	lr:0.004 Loss: 0.129566	TrainAcc: 94.92
Train Epoch: 2 [1920000/4717484 (41%)]	lr:0.004 Loss: 0.189119	TrainAcc: 93.36
Train Epoch: 2 [2048000/4717484 (43%)]	lr:0.004 Loss: 0.112721	TrainAcc: 95.31
Train Epoch: 2 [2176000/4717484 (46%)]	lr:0.004 Loss: 0.113784	TrainAcc: 95.31
Train Epoch: 2 [2304000/4717484 (49%)]	lr:0.004 Loss: 0.183066	TrainAcc: 92.97
Train Epoch: 2 [2432000/4717484 (52%)]	lr:0.004 Loss: 0.146350	TrainAcc: 94.53
Train Epoch: 2 [2560000/4717484 (54%)]	lr:0.004 Loss: 0.127825	TrainAcc: 96.09
Train Epoch: 2 [2688000/4717484 (57%)]	lr:0.004 Loss: 0.109653	TrainAcc: 96.09
Train Epoch: 2 [2816000/4717484 (60%)]	lr:0.004 Loss: 0.188508	TrainAcc: 93.75
Train Epoch: 2 [2944000/4717484 (62%)]	lr:0.004 Loss: 0.128437	TrainAcc: 94.53
Train Epoch: 2 [3072000/4717484 (65%)]	lr:0.004 Loss: 0.109581	TrainAcc: 96.09
Train Epoch: 2 [3200000/4717484 (68%)]	lr:0.004 Loss: 0.163012	TrainAcc: 95.31
Train Epoch: 2 [3328000/4717484 (71%)]	lr:0.004 Loss: 0.154416	TrainAcc: 94.14
Train Epoch: 2 [3456000/4717484 (73%)]	lr:0.004 Loss: 0.151953	TrainAcc: 95.70
Train Epoch: 2 [3584000/4717484 (76%)]	lr:0.004 Loss: 0.149988	TrainAcc: 94.92
Train Epoch: 2 [3712000/4717484 (79%)]	lr:0.004 Loss: 0.184015	TrainAcc: 92.97
Train Epoch: 2 [3840000/4717484 (81%)]	lr:0.004 Loss: 0.118959	TrainAcc: 95.70
Train Epoch: 2 [3968000/4717484 (84%)]	lr:0.004 Loss: 0.123338	TrainAcc: 94.92
Train Epoch: 2 [4096000/4717484 (87%)]	lr:0.004 Loss: 0.160160	TrainAcc: 94.14
Train Epoch: 2 [4224000/4717484 (90%)]	lr:0.004 Loss: 0.101236	TrainAcc: 96.09
Train Epoch: 2 [4352000/4717484 (92%)]	lr:0.004 Loss: 0.088461	TrainAcc: 98.05
Train Epoch: 2 [4480000/4717484 (95%)]	lr:0.004 Loss: 0.146462	TrainAcc: 95.70
Train Epoch: 2 [4608000/4717484 (98%)]	lr:0.004 Loss: 0.103438	TrainAcc: 94.92
time/epoch: 377.521503s

Test set: Average loss: 0.0001, Accuracy: 451228/476257 (94.74%)

training on pkl 5
Train Epoch: 2 [0/4633221 (0%)]	lr:0.004 Loss: 0.141498	TrainAcc: 94.53
Train Epoch: 2 [128000/4633221 (3%)]	lr:0.004 Loss: 0.172368	TrainAcc: 94.92
Train Epoch: 2 [256000/4633221 (6%)]	lr:0.004 Loss: 0.125710	TrainAcc: 94.14
Train Epoch: 2 [384000/4633221 (8%)]	lr:0.004 Loss: 0.104924	TrainAcc: 96.09
Train Epoch: 2 [512000/4633221 (11%)]	lr:0.004 Loss: 0.141358	TrainAcc: 93.75
Train Epoch: 2 [640000/4633221 (14%)]	lr:0.004 Loss: 0.119281	TrainAcc: 95.70
Train Epoch: 2 [768000/4633221 (17%)]	lr:0.004 Loss: 0.133526	TrainAcc: 94.53
Train Epoch: 2 [896000/4633221 (19%)]	lr:0.004 Loss: 0.146188	TrainAcc: 94.53
Train Epoch: 2 [1024000/4633221 (22%)]	lr:0.004 Loss: 0.124419	TrainAcc: 95.31
Train Epoch: 2 [1152000/4633221 (25%)]	lr:0.004 Loss: 0.150103	TrainAcc: 93.75
Train Epoch: 2 [1280000/4633221 (28%)]	lr:0.004 Loss: 0.118082	TrainAcc: 94.53
Train Epoch: 2 [1408000/4633221 (30%)]	lr:0.004 Loss: 0.154785	TrainAcc: 94.92
Train Epoch: 2 [1536000/4633221 (33%)]	lr:0.004 Loss: 0.144370	TrainAcc: 94.14
Train Epoch: 2 [1664000/4633221 (36%)]	lr:0.004 Loss: 0.124991	TrainAcc: 96.48
Train Epoch: 2 [1792000/4633221 (39%)]	lr:0.004 Loss: 0.165333	TrainAcc: 92.58
Train Epoch: 2 [1920000/4633221 (41%)]	lr:0.004 Loss: 0.119094	TrainAcc: 96.88
Train Epoch: 2 [2048000/4633221 (44%)]	lr:0.004 Loss: 0.110753	TrainAcc: 94.53
Train Epoch: 2 [2176000/4633221 (47%)]	lr:0.004 Loss: 0.149132	TrainAcc: 95.70
Train Epoch: 2 [2304000/4633221 (50%)]	lr:0.004 Loss: 0.153948	TrainAcc: 92.97
Train Epoch: 2 [2432000/4633221 (52%)]	lr:0.004 Loss: 0.118330	TrainAcc: 95.31
Train Epoch: 2 [2560000/4633221 (55%)]	lr:0.004 Loss: 0.133057	TrainAcc: 94.14
Train Epoch: 2 [2688000/4633221 (58%)]	lr:0.004 Loss: 0.119613	TrainAcc: 95.70
Train Epoch: 2 [2816000/4633221 (61%)]	lr:0.004 Loss: 0.132813	TrainAcc: 94.53
Train Epoch: 2 [2944000/4633221 (64%)]	lr:0.004 Loss: 0.135222	TrainAcc: 93.75
Train Epoch: 2 [3072000/4633221 (66%)]	lr:0.004 Loss: 0.121996	TrainAcc: 95.31
